model,file_path,domain,cer,wer,first_partial_latency_s,first_final_latency_s,finalization_latency_s,total_latency_s,audio_duration_s,rtf,num_partial_results,num_final_results,ref,hyp
soniox_rt_streaming,/celebrity_interview/interview_maasranga_12_d_123.wav,celebrity_interview,1.0,1.0,,1.833,2.333,3.056,0.723,4.2267,0,1,সেভেন এফ,7F।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_12_d_56.wav,celebrity_interview,0.1111111111111111,0.125,1.838,3.923,2.57,8.837,6.267,1.4101,32,2,ডিজারভিং তাহলে আমাকে ভোট করবে আজ বিশ্ব নারী দিবস এ নারী দিবসের মাহাত্ম্য আপনার কাছে কতখানি,"Deserving, তাহলে আমাকে ভোট করবে। আজ বিশ্ব নারী দিবস, এই নারী দিবসের মাহাত্ম্য আপনার কাছে কতখানি?"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_12_d_82.wav,celebrity_interview,0.0,0.0,1.905,1.925,2.379,3.201,0.822,3.8945,1,1,টিভিতে দেখছে,টিভিতে দেখছে।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_99.wav,celebrity_interview,0.0410958904109589,0.2,1.951,5.28,2.486,6.53,4.044,1.6146,26,1,আর এবারে নতুন কমিটি যেটা ২০-২১ এখানে আসলে দুটা পোস্টকে এক করে ফেলা হয়েছে,"আর এবারে নতুন কমিটি যেটা 2021, এখানে আসলে 2টা পোস্টকে এক করে ফেলা হয়েছে—"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_150.wav,celebrity_interview,0.0,0.0,2.067,3.623,2.497,4.856,2.359,2.0584,13,1,মানে এখন বলা হচ্ছে পরের ইন্ডাস্ট্রি হচ্ছে মিউজিক,"মানে, এখন বলা হচ্ছে পরের ইন্ডাস্ট্রি হচ্ছে মিউজিক।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_14.wav,celebrity_interview,0.0,0.0,1.698,2.947,2.305,4.161,1.856,2.242,10,1,ফলে নাটকের এই ভালোবাসা থেকে নাটকের বইটা,ফলে নাটকের এই ভালোবাসা থেকে নাটকের বইটা—
soniox_rt_streaming,/celebrity_interview/interview_maasranga_13_d_25.wav,celebrity_interview,0.045454545454545456,0.25,1.903,2.523,2.302,3.748,1.446,2.5917,6,1,বিনিতা একটি গল্পের নাম,মিনিতা একটি গল্পের নাম।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_45.wav,celebrity_interview,0.10256410256410256,0.2222222222222222,1.726,2.774,2.368,4.047,1.679,2.4103,9,1,কারণ আমি নিজে যখন হ্যাপি না তখন দিব কেন,"কারণ আমি নিজে যখন হ্যাপি না, তখন দিবও না।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_26.wav,celebrity_interview,0.23076923076923078,0.5,1.695,2.43,2.337,3.669,1.332,2.7545,7,1,পাশাপাশি লেখকের সুবিধা হবে,পাশাপাশি রিলেট করে সুবিধা হবে।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_11_d_78.wav,celebrity_interview,0.025423728813559324,0.15,1.9,7.424,2.638,10.031,7.393,1.3568,40,2,তিনি অস্ট্রেলিয়াতে গেলেন এসআই টুটুলের জন্য আমি গান লিখলাম এবং তিনিও দুঃখ পোকা নামে একটি অ্যালবাম করলেন আমার গান দিয়ে,"তিনি অস্ট্রেলিয়াতে গেলেন। এসআই টোটলের জন্য আমি গান লিখলাম, এবং তিনিও দুঃখপোকা নামে একটি অ্যালবাম করলেন আমার গান দিয়ে।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_114.wav,celebrity_interview,0.0,0.0,1.909,3.569,2.47,4.812,2.342,2.0545,12,1,আপনাদের জায়গা থেকে কি কিছু করণীয় আছে,আপনাদের জায়গা থেকে কি কিছু করণীয় আছে?
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_67.wav,celebrity_interview,0.04411764705882353,0.08333333333333333,1.911,3.993,2.318,5.215,2.897,1.8003,18,1,তে সেই হিসাব করে ইনস্ট্যান্ট ডিসিশন নিয়ে আসলে কাজটা আমাদের শুরু করা,সেই হিসাব করে ইনস্ট্যান্ট ডিসিশন নিয়ে আসলে কাজটা আমাদের শুরু করা।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_75.wav,celebrity_interview,0.023809523809523808,0.13333333333333333,1.732,6.024,2.522,7.279,4.757,1.5302,29,1,কবিতার চরণ থেকে চলচ্চিত্রের ভাষার উপযোগী করে তুলতে আসলে কি কি বিষয় মাথায় রাখতে হয়,কবিতার চরণ থেকে চলচ্চিত্রের ভাষার উপযোগী করে তুলতে আসলে কী কী বিষয় মাথায় রাখতে হয়?
soniox_rt_streaming,/celebrity_interview/interview_maasranga_11_d_76.wav,celebrity_interview,0.012195121951219513,0.1,1.709,7.203,2.79,18.94,16.15,1.1728,88,6,ক্লোজআপ ওয়ানের শিল্পীরা অস্ট্রেলিয়াতে গেলেন প্রোগ্রাম করতে সেখানে কয়েক জন শিল্পীর সঙ্গে আমার পরিচয় হল তার মধ্যে বাঁধন একজন ছিলেন উনি উল্লেখযোগ্য শিল্পী তো তখন আমি আসলে বাঁধনের জন্যে গান লিখলাম এবং বাঁধন আমার লেখা গান নিয়ে দুটি অ্যালবাম করলেন,"ক্লোজআপ ওয়ানের শিল্পীরা অস্ট্রেলিয়াতে গেলেন প্রোগ্রাম করতে। সেখানে কয়েকজন শিল্পীর সঙ্গে আমার পরিচয় হলো, তার মধ্যে বাঁধন একজন ছিলেন, উনি উল্লেখযোগ্য শিল্পী। তো তখন আমি আসলে বাঁধনের জন্য গান লিখলাম, এবং বাঁধন আমার লেখা গান নিয়ে দুটি অ্যালবাম করলেন।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_112.wav,celebrity_interview,0.13725490196078433,0.2,2.009,3.893,2.506,5.219,2.713,1.9237,15,1,তা আমাদেরও একটা প্লানিং আছে আসলে ভালো কিছু করব আসলে,"তা আমাদেরও একটা প্ল্যানিং আছে, আসলে ভালো কিছু করব।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_13_d_64.wav,celebrity_interview,0.0,0.0,,2.338,2.367,3.57,1.203,2.9675,0,1,যে,যে।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_79.wav,celebrity_interview,0.10416666666666667,0.1,1.933,4.055,2.432,5.28,2.848,1.8541,16,1,যে গানের কিছু লাইন থেকে অথবা পুরো গানটার বেস করে,"যে গানের কিছু লাইন থেকে, অথবা গানটার বেস করে—"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_13_d_16.wav,celebrity_interview,0.026785714285714284,0.13636363636363635,1.856,7.228,2.649,14.408,11.759,1.2253,50,4,করতে চাইনি গল্পগুলো বিভিন্ন সময় লেখা কোনটা হয়তো ২০১০ এর গল্প আছে কোনটা ২০০৮ এর গল্প আছে এগুলো সব জমায় ছিল এবং,"করতে চাইনি। গল্পগুলো বিভিন্ন সময়ে লেখা, কোনোটা হয়তো ২০১০-এর গল্প আছে, কোনোটা ২০০৮-এর গল্প আছে। এগুলো সব জমায় ছিল, এবং—"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_13_d_17.wav,celebrity_interview,0.016,0.06976744186046512,2.034,7.359,3.131,22.013,18.882,1.1658,112,8,এই জন্য মানে কি বলব লুৎফর ভাই উনি আমার ইন্টারভিউ করতে গিয়ে উনিই আসলে চেয়েছেন যেন এই গল্পগুলা আত্মপ্রকাশ হয় তো লুৎফর ভাইয়ের মানে লুৎফর হাসান উনি আসলে আমাদের বাংলাদেশের একজন রিনাউন্ড সিঙ্গার লুৎফর হাসানের কারণেই আসলে এই বইটি প্রাণ ফিরে পেয়েছে মানে,"এই জন্য, মানে, কী বলব, লুৎফর ভাই উনি আমার ইন্টারভিউ করতে গিয়ে উনিই আসলে চেয়েছেন যেন এই গল্পগুলো আত্মপ্রকাশ হয়। তো লুৎফর ভাইয়ের, মানে, লুৎফর হাসান, উনি আসলে আমাদের বাংলাদেশের একজন রিনাউন সিঙ্গার। লুৎফর হাসানের কারণেই আসলে এই বইটি প্রাণ ফিরে পেয়েছে, মানে—"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_12_d_85.wav,celebrity_interview,0.1111111111111111,0.36363636363636365,1.79,3.662,2.296,4.882,2.586,1.8879,16,1,মানে সবাই এক এক জন বলল যে এটা তো পুরা সুনেরাহ,"মানে, সবাই একেকজন বলল যে, ""এটা তো পুরা সুনাহ!"""
soniox_rt_streaming,/celebrity_interview/interview_maasranga_12_d_119.wav,celebrity_interview,0.0,0.0,,1.944,2.39,3.182,0.792,4.0175,0,1,এন্ড,এন্ড।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_25.wav,celebrity_interview,0.15384615384615385,0.2857142857142857,1.828,2.447,2.295,3.675,1.38,2.6634,6,1,তা মনে হল এটা বই আকারে হলে,মনে হলো এটা বই আকারে হলে।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_12_d_87.wav,celebrity_interview,0.023255813953488372,0.2857142857142857,1.482,3.69,2.395,4.943,2.548,1.94,15,1,প্রথম নাটকে আপনি একদম হুইল চেয়ারে বসেছিলেন,প্রথম নাটকে আপনি একদম হুইলচেয়ারে বসেছিলেন।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_12_d_71.wav,celebrity_interview,0.03773584905660377,0.2,1.793,4.301,2.45,5.627,3.177,1.771,20,1,পুরাপুরি আমি মানে যেই কাজটা করেছি আমার কাছে একদম নতুন,"পুরোপুরি আমি—মানে, যেই কাজটা করছি, আমার কাছে একদম নতুন।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_13_d_51.wav,celebrity_interview,0.10256410256410256,0.2222222222222222,2.396,5.2,2.308,6.4,4.092,1.564,16,1,আমার খুবই ইচ্ছে ছিল যে না এমন একটি নাটক,"তা আমার খুব ইচ্ছে ছিল যে, না, এমন একটি নাটক—"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_64.wav,celebrity_interview,0.11428571428571428,0.2857142857142857,1.958,2.794,2.623,4.127,1.504,2.7443,7,1,তে আমরা একটা কম্বিনেশন কাজ করি এটার,আমরা একটা কম্বিনেশন কাজ করি এটা।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_11_d_48.wav,celebrity_interview,0.0,0.0,1.5,7.326,2.504,9.481,6.977,1.3589,41,2,এখন সবচাইতে বড় যে ব্যাপারগুলো আসলে বাংলাদেশের মানুষ হয়তো বসে জানতেও পারেন না যে আমাদের যে প্রবাসী,"এখন সবচাইতে বড় যে ব্যাপারগুলো আসলে বাংলাদেশের মানুষ হয়তো বসে জানতেও পারেন না, যে আমাদের যে প্রবাসী—"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_131.wav,celebrity_interview,0.06666666666666667,0.42857142857142855,1.818,2.55,2.358,3.778,1.42,2.6603,6,1,বই মেলাতে কোন বই বাকি থাকবে না,বইমেলাতে কোনো বই বাকি থাকবে না।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_2.wav,celebrity_interview,0.0136986301369863,0.18181818181818182,1.619,5.137,2.309,6.374,4.065,1.5681,27,1,আজ বিনোদন সারাদিন স্টুডিওতে আমরা আমন্ত্রণ জানিয়েছি এই গল্পকার গীতিকার কে,"আজ বিনোদন সারাদিন স্টুডিওতে, আমরা আমন্ত্রণ জানিয়েছি এই গল্পকার গীতিকারকে।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_187.wav,celebrity_interview,0.0,0.0,1.669,2.901,2.511,4.209,1.698,2.4786,9,1,যখন রাইটার্স ব্লকে পড়েন,যখন রাইটার্স ব্লকে পড়েন।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_13_d_19.wav,celebrity_interview,0.028985507246376812,0.15384615384615385,1.768,7.287,2.653,11.772,9.119,1.2909,49,3,একজন আর একজনের সাথে অবস্থান করার সুযোগ পেয়েছে কিন্তু এটি এই কাজটি করতে গিয়ে আমি দেখলাম যে আমার এ যাবৎ লেখা অনেক গল্প আমি হারিয়েও ফেলেছি,"একজন আরেকজনের সাথে অবস্থান করার সুযোগ পেয়েছে, কিন্তু এটি এই কাজটি করতে গিয়ে আমি দেখলাম যে আমার এযাবত লেখা অনেক গল্প আমি হারিয়েও ফেলেছি।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_20.wav,celebrity_interview,0.10526315789473684,0.42105263157894735,1.703,5.854,2.402,7.069,4.667,1.5146,29,1,মানে এই কাহিনীতো পুরাতন হয়ে যায় নি এবং যেটা ভাবলাম যে দশ বছর পরেও কাহিনীটা পুরাতন হবে না আসলে,"মানে, এই কাহিনি তো পুরাতন হয়ে যায়নি। এবং যেটা ভাবলাম, যে ১০ বছর পরও এই কাহিনিটা পুরাতন হবে না, আসলে।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_88.wav,celebrity_interview,0.15384615384615385,0.3333333333333333,1.571,3.782,2.436,5.02,2.584,1.9426,13,1,আমরা চেষ্টা করব কবিতার এই যে যে মেইন যে,আমরা চেষ্টা করব কবিতার এই যে মেইনটা—
soniox_rt_streaming,/celebrity_interview/interview_maasranga_12_d_23.wav,celebrity_interview,0.8235294117647058,1.0,1.753,2.161,2.378,3.381,1.003,3.3713,4,1,আই এম ভেরি হ্যাপি,I'm very happy.
soniox_rt_streaming,/celebrity_interview/interview_maasranga_11_d_90.wav,celebrity_interview,0.0,0.0,1.742,4.73,2.498,6.058,3.56,1.7017,20,1,কিন্তু আমি দেখতাম যে মা কিংবা বাবা যেখানেই যেতেন,কিন্তু আমি দেখতাম যে মা কিংবা বাবা যেখানেই যেতেন—
soniox_rt_streaming,/celebrity_interview/interview_maasranga_11_d_15.wav,celebrity_interview,0.015463917525773196,0.12121212121212122,2.137,7.316,2.753,16.55,13.797,1.1995,74,5,পাঠকদের প্রতিক্রিয়া যেহেতু আমি দীর্ঘদিন ধরে লিখছি প্রবাস থেকে আমি আগেই বলেছি যে ২৬ বছর দেশের বাইরে ছিলাম ২৬ বছর ধরেই আসলে আমি বাংলাদেশের বিভিন্ন পত্র পত্রিকায় কলাম লিখি বাংলাদেশে এমন কোন শীর্ষ,"পাঠকদের প্রতিক্রিয়া যেহেতু আমি দীর্ঘদিন ধরে লিখছি প্রবাস থেকে, আমি আগেই বলেছি যে ২৬ বছর দেশের বাইরে ছিলাম। ২৬ বছর ধরেই আসলে আমি বাংলাদেশের বিভিন্ন পত্রপত্রিকায় কলাম লিখি, বাংলাদেশের এমন কোনো শীর্ষ।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_11_d_100.wav,celebrity_interview,0.3870967741935484,0.8,1.977,3.23,2.429,4.461,2.032,2.1955,10,1,আমি হুমায়ুন আহমেদকে আদর্শ মানি,আমি হুমায়ূন আহমেদ কাদশ।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_153.wav,celebrity_interview,0.0,0.0,2.238,2.429,2.363,3.647,1.284,2.8407,2,1,আমাদের এখানে,আমাদের এখানে।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_106.wav,celebrity_interview,0.05555555555555555,0.375,1.903,4.1,2.59,5.424,2.834,1.914,17,1,বা অন্যান্য আদারস সংগঠনের সঙ্গে আন্তঃসংগঠন গুলার সঙ্গে,"বা অন্যান্য আদার্স সংগঠনের সঙ্গে, আন্তঃসংগঠনগুলোর সঙ্গে।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_14_d_4.wav,celebrity_interview,0.020202020202020204,0.14285714285714285,1.696,7.304,2.527,9.009,6.481,1.39,38,2,শরিকদের অনেকেই বলছেন গণতন্ত্র পুনরুদ্ধার ও নতুন নির্বচনের দাবিতে সম্ভাব্য আন্দোলন গড়ে তুলতে বিএনপি,"শরিকদের অনেকেই বলছেন, গণতন্ত্র পুনরুদ্ধার ও নতুন নির্বাচনের দাবিতে সম্ভাব্য আন্দোলন গড়ে তুলতে বিএনপির।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_14_d_20.wav,celebrity_interview,0.11504424778761062,0.45454545454545453,1.724,7.24,2.481,9.023,6.542,1.3792,41,2,এটি একটি অপশন হতে পারে কি না আর একটি অপশনই কি না যে ধরুন আমরা জামায়াতই ইসলামী ২০ দলের  দ্বিতীয় সবচেয়ে শক্তিশালী,"একটি অপশন হতে পারে কিনা, আরেকটি অপশনই কিনা—যে ধরুন আমরা জামায়াতে ইসলামীর বীজ দলের দ্বিতীয় সবচেয়ে শক্তিশালী।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_12_d_93.wav,celebrity_interview,0.0,0.0,2.018,2.138,2.378,3.372,0.994,3.3926,2,1,মানে একদম,মানে একদম।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_12_d_22.wav,celebrity_interview,0.0,0.0,2.109,2.624,2.325,3.836,1.511,2.539,4,1,সো সব মিলিয়ে,"সো, সব মিলিয়ে..."
soniox_rt_streaming,/celebrity_interview/interview_maasranga_14_d_10.wav,celebrity_interview,0.01282051282051282,0.08333333333333333,1.923,6.923,2.368,8.139,5.771,1.4103,29,1,নির্বাচনে আপনি ঢাকার একদম মানে কেন্দ্রে নির্বাচনী প্রার্থী হলেন তখন আপনি পুলিশ,"নির্বাচনে আপনি ঢাকার একদম, মানে, কেন্দ্রে নির্বাচনে প্রার্থী হলেন, তখন আপনি পুলিশ—"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_125.wav,celebrity_interview,0.0,0.0,1.717,3.596,2.387,4.826,2.439,1.9785,15,1,এবার আবারও একটু বইমেলা প্রসঙ্গে যেতে চাই,এবার আবারও একটু বইমেলা প্রসঙ্গে যেতে চাই।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_13_d_54.wav,celebrity_interview,0.12962962962962962,0.1111111111111111,2.026,4.621,2.456,5.883,3.427,1.7167,16,1,কিন্তু তারপর থেকে পর্দার পেছনে কাজ করার আনন্দটাও পেলাম,তারপর থেকে পর্দার পেছনে কাজ করার আনন্দটাও পেলাম।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_12_d_9.wav,celebrity_interview,0.05405405405405406,0.15384615384615385,1.878,6.179,2.586,7.473,4.887,1.5291,29,1,৪ মাস আগেও আমরা আপনাকে জানতাম জনপ্রিয় মডেল হিসেবে আর এখন বলছি শুঅভিনেত্রী,"চার মাস আগেও আমরা আপনাকে জানতাম জনপ্রিয় মডেল হিসেবে, আর এখন বলছি সুঅভিনেত্রী।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_5.wav,celebrity_interview,0.0,0.0,1.92,3.583,2.49,4.808,2.318,2.0741,13,1,এবং এর আগেও আপনি একটি নাটকের বই লিখেছেন,এবং এর আগেও আপনি একটি নাটকের বই লিখেছেন।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_120.wav,celebrity_interview,0.19047619047619047,0.25,1.884,2.388,2.271,3.598,1.327,2.7115,5,1,সবসময় উদ্ভূত করা হয়,সবসময় উদ্বোধন করা হয়।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_38.wav,celebrity_interview,0.038461538461538464,0.1111111111111111,1.965,3.608,2.388,4.846,2.458,1.9715,13,1,তা আমার ইনফ্যাক্ট এবারেই ইচ্ছা ছিল উপন্যাস করার জন্য,"তা আমার, ইনফ্যাক্ট, এইবারই ইচ্ছা ছিল উপন্যাস করার জন্য।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_24.wav,celebrity_interview,0.0,0.0,1.849,3.274,2.497,4.515,2.018,2.2375,10,1,বা এটা বাস্তবতা মানে বহির্ভূত কিছু,"বা এটা বাস্তবতা, মানে বহির্ভূত কিছু।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_12_d_49.wav,celebrity_interview,0.17391304347826086,0.5,1.777,2.597,2.217,3.81,1.593,2.3916,5,1,ন ডরাই চলচ্চিত্রের জন্য,নর্ডরে চলচ্চিত্রের জন্য।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_11_d_65.wav,celebrity_interview,0.0,0.0,1.907,2.427,2.254,3.652,1.398,2.6123,4,1,প্রচণ্ড মেধাবী,প্রচণ্ড মেধাবী।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_81.wav,celebrity_interview,0.0,0.0,1.96,4.47,2.378,5.685,3.307,1.7191,20,1,সেম বিষয়টা হচ্ছে আমি যে কবির সঙ্গে আলাপ করেছি আসলে আপনি এই কবিতা লিখলেন,"সেম বিষয়টা হচ্ছে, আমি যে কবির সঙ্গে আলাপ করেছি, আসলে আপনি এই কবিতা লিখলেন।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_173.wav,celebrity_interview,0.03571428571428571,0.2,2.078,3.027,2.433,4.247,1.814,2.3413,6,1,পরিচালনা করার আমার ইচ্ছে নেই,পরিচালনা করার আমার ইচ্ছা নেই।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_13_d_33.wav,celebrity_interview,0.04424778761061947,0.2608695652173913,1.853,7.282,2.666,12.22,9.554,1.279,52,3,আসলে মঞ্চ নাটক যে কোনো ধরণেরই হোক যে নাটকটিই হোক সেটিই আমার কাছে ভীষণ স্পেশাল এই কারণে যে মঞ্চ আমাকে সব সময় টানে,"আসলে মঞ্চনাটক যে কোনো ধরনেরই হোক, এই নাটকটিই হোক, সেটিই আমার কাছে ভীষণ স্পেশাল। এই কারণে যে, মঞ্চ আমাকে সবসময় টানে।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_13_d_22.wav,celebrity_interview,0.02,0.05555555555555555,1.913,7.437,2.721,9.729,7.008,1.3882,46,2,অনেকেই বলেন আপনি বেশ বিনয়ী এবং আপনার লেখা বইয়ের নামও বেনিতা রহস্য উন্মোচন করুন বিশেষ কোনো কারণ আছে,"অনেকেই বলেন, ""আপনি বেশ বিনয়ী,"" এবং আপনার লেখা বইয়ের নামও বিনীতা। রহস্য উন্মোচন করুন, বিশেষ কোনো কারণ আছে?"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_13_d_101.wav,celebrity_interview,0.25,0.6666666666666666,1.951,2.358,2.445,3.615,1.17,3.0898,4,1,কতটুকু আমি যোগ্য,কতটুকু আমি যোগ করব?
soniox_rt_streaming,/celebrity_interview/interview_maasranga_13_d_57.wav,celebrity_interview,0.0,0.0,2.013,2.637,2.265,3.861,1.596,2.4194,4,1,অভিনয় যেহেতু আমার,অভিনয় যেহেতু আমার।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_14_d_2.wav,celebrity_interview,0.0,0.0,1.848,7.364,2.507,8.891,6.385,1.3926,40,2,ঐক্যফ্রন্ট গঠিত হওয়ার পর ২০ দলীয় জোটের কার্যকারিতা কমে গেছে বলে মনে করেছেন ২০ দলীয় জোটের অন্য নেতারাও,ঐক্যফ্রন্ট গঠিত হওয়ার পর ২০ দলীয় জোটের কার্যকারিতা কমে গেছে বলে মনে করেছেন ২০ দলীয় জোটের অন্য নেতারাও।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_11_d_35.wav,celebrity_interview,0.0,0.0,1.725,2.966,2.477,4.296,1.819,2.3618,7,1,তারা আসলে বাংলাদেশের সঙ্গে থাকেন,তারা আসলে বাংলাদেশের সঙ্গে থাকেন।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_91.wav,celebrity_interview,0.0,0.0,1.772,4.242,2.449,5.506,3.057,1.801,14,1,আপনি ২০২০ থেকে ২০২১ সালের জন্য,আপনি ২০২০ থেকে ২০২১ সালের জন্য—
soniox_rt_streaming,/celebrity_interview/interview_maasranga_12_d_72.wav,celebrity_interview,0.08823529411764706,0.2,1.788,3.56,2.401,4.781,2.38,2.0087,15,1,একদম নতুন একটা এক্সপেরিএন্স যেহেতু,"একদম নতুন একটা এক্সপেরিয়েন্স, যেহেতু—"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_129.wav,celebrity_interview,0.0,0.0,1.808,3.481,2.353,4.706,2.353,2.0,14,1,বইমেলা আসলে মানে দর্শক অনেক বেশি,"বইমেলা আসলে, মানে, দর্শক অনেক বেশি।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_63.wav,celebrity_interview,0.12244897959183673,0.5,1.705,3.477,2.294,4.693,2.399,1.9564,15,1,আবার আপনি প্রয়োজক এখানে আবার নাট্যকারও আছে এখানে,"আবার আপনি প্রযোজক, এখানে আমরা নাট্যকরও আছি এখানে।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_13_d_73.wav,celebrity_interview,0.0,0.0,1.881,2.845,2.57,4.176,1.606,2.6002,6,1,সেটিও মানুষের কাছে,সেটিও মানুষের কাছে।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_13_d_38.wav,celebrity_interview,0.014234875444839857,0.08333333333333333,1.872,7.399,3.046,20.169,17.123,1.1779,105,7,এই মঞ্চ প্রসঙ্গে আর একটা কথা মনে হচ্ছে যেহেতু আপনি বলছিলেন যে আপনি নিয়মিতই একটি নাটক অলরেডি মঞ্চস্থ হচ্ছে এবং সেটাতে আপনি অংশগ্রহণ করেন অনেক শিল্পী আছে ব্যস্ততার কারণে কিন্তু মঞ্চে সময় দিতে পারেন না কিন্তু মঞ্চের প্রতি আপনার কমিটমেন্টের জায়গাটা অনেক স্ট্রং সেটা কি করে সম্ভব হয়,"এই মঞ্চ-প্রসঙ্গে আরেকটা কথা মনে হচ্ছে, যেহেতু আপনি বলছিলেন যে আপনি নিয়মিতই একটি নাটক অলরেডি মঞ্চস্থ হচ্ছে এবং সেটাতে আপনি অংশগ্রহণ করেন। অনেক শিল্পী আছে, ব্যস্ততার কারণে, কিন্তু মঞ্চের সময় দিতে পারেন না। কিন্তু মঞ্চের প্রতি আপনার কমিটমেন্টের জায়গাটা অনেক স্ট্রং, সেটা কী করে সম্ভব হয়?"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_11_d_51.wav,celebrity_interview,0.03875968992248062,0.15,2.033,7.341,2.671,12.28,9.609,1.278,56,3,নুপুর পরে শাড়ি পরে বৈশাখী মেলাতে যাচ্ছে তো সেই ব্যাপারগুলো বাংলাদেশের মানুষজনকে জানানোর জন্যেই মূলত পক্ষে আমি আমার নাটকের পটভূমি,"নুপুর পড়ে, শাড়ি পড়ে, বৈশাখী মেলাতে যাচ্ছে। তো সেই ব্যাপারগুলো বাংলাদেশের মানুষজনকে জানানোর জন্যই মূলত পক্ষে আমি আমার নাটকের পটভূমি।"
soniox_rt_streaming,/celebrity_interview/interview_maasranga_11_d_71.wav,celebrity_interview,0.0,0.0,1.485,4.469,2.351,5.708,3.357,1.7004,15,1,এবং আমাদের আশা আছে যে এটি আমরা সামনে আরও,এবং আমাদের আশা আছে যে এটি আমরা সামনে আরও—
soniox_rt_streaming,/celebrity_interview/interview_maasranga_10_d_139.wav,celebrity_interview,0.0,0.0,1.954,2.258,2.375,3.565,1.19,2.996,2,1,বা ই বুক পড়ে,বা ই-বুক পড়ে।
soniox_rt_streaming,/celebrity_interview/interview_maasranga_12_d_61.wav,celebrity_interview,0.0,0.0,1.749,3.017,2.331,4.302,1.971,2.1824,11,1,এটার গুরুত্ব তো আমার কাছে অনেক বেশি,এটার গুরুত্ব তো আমার কাছে অনেক বেশি।
soniox_rt_streaming,/class_lecture/class_onnorokom_105_d_6.wav,class_lecture,0.0,0.0,1.842,2.283,2.531,3.578,1.047,3.4173,4,1,তোমার কাজ হচ্ছে,তোমার কাজ হচ্ছে—
soniox_rt_streaming,/class_lecture/class_onnorokom_105_d_104.wav,class_lecture,0.2,0.3333333333333333,1.488,2.057,2.437,3.351,0.914,3.6663,4,1,এটা হবে এফ,এটা হবে F।
